participant_id	group	session	instOrdr	instSctn	itmOrdr	inst	itemID	response	score	position	responseTime	type
7017	1	pre	1	2	2	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	LS1LAP1	1	1	1	0	practice
7017	1	pre	1	2	4	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	LS1LAP2	2	2	2	0	practice
7017	1	pre	1	4	1	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	WMLS1L3T1	1	4	3	0	main
7017	1	pre	1	4	5	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	WMLS1L4T2	2	0	4	0	main
7017	1	pre	1	4	6	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	WMLS1L4T3	1	1	5	0	main
7017	1	pre	1	4	7	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	WMLS1L5T2	1	2	6	0	main
7017	1	pre	1	4	9	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	WMLS1L6T3	2	0	7	0	main
7017	1	pre	1	4	10	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	WMLS1L6T1	2	0	8	0	main
7017	1	pre	1	5	2	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	LS2LAP1	1	1	9	0	practice
7017	1	pre	1	5	4	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	LS2LAP2	2	2	10	0	practice
7017	1	pre	1	7	1	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	WMLS2L03A	1	2	11	0	main
7017	1	pre	1	7	3	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	WMLS2L04T2	1	2	12	0	main
7017	1	pre	1	7	5	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	WMLS2L05T3	2	0	13	0	main
7017	1	pre	1	7	6	NIH_Toolbox_List_Sorting_Working_Memory_Test_Age_7+_v2.1	WMLS2L05T1	2	0	14	0	main
7017	1	pre	2	1	1	NIH_Toolbox_Pattern_Comparison_Processing_Speed_Test_Age_7+_Practice_v2.1	PSPAC_INSTR	n/a	n/a	n/a	n/a	instruction
7017	1	pre	2	3	1	NIH_Toolbox_Pattern_Comparison_Processing_Speed_Test_Age_7+_Practice_v2.1	PSPAC_INTRO_INSTR	-1	n/a	1	n/a	instruction
