IBI	days_since_instruction	weekly_in_lab_sessions_completed	session_start_time
787	1	2	08:07:43
905	1	2	08:07:43
1250	1	2	08:07:43
1059	1	2	08:07:43
975	1	2	08:07:43
932	1	2	08:07:43
946	1	2	08:07:43
816	1	2	08:07:43
781	1	2	08:07:43
760	1	2	08:07:43
808	1	2	08:07:43
919	1	2	08:07:43
951	1	2	08:07:43
1110	1	2	08:07:43
1040	1	2	08:07:43
1008	1	2	08:07:43
948	1	2	08:07:43
911	1	2	08:07:43
867	1	2	08:07:43
838	1	2	08:07:43
797	1	2	08:07:43
735	1	2	08:07:43
738	1	2	08:07:43
776	1	2	08:07:43
789	1	2	08:07:43
981	1	2	08:07:43
1285	1	2	08:07:43
1167	1	2	08:07:43
1110	1	2	08:07:43
913	1	2	08:07:43
814	1	2	08:07:43
811	1	2	08:07:43
787	1	2	08:07:43
797	1	2	08:07:43
843	1	2	08:07:43
838	1	2	08:07:43
991	1	2	08:07:43
1045	1	2	08:07:43
1045	1	2	08:07:43
981	1	2	08:07:43
924	1	2	08:07:43
916	1	2	08:07:43
900	1	2	08:07:43
805	1	2	08:07:43
746	1	2	08:07:43
733	1	2	08:07:43
743	1	2	08:07:43
768	1	2	08:07:43
884	1	2	08:07:43
1202	1	2	08:07:43
1021	1	2	08:07:43
1008	1	2	08:07:43
983	1	2	08:07:43
827	1	2	08:07:43
781	1	2	08:07:43
765	1	2	08:07:43
765	1	2	08:07:43
832	1	2	08:07:43
927	1	2	08:07:43
1053	1	2	08:07:43
1088	1	2	08:07:43
978	1	2	08:07:43
940	1	2	08:07:43
911	1	2	08:07:43
873	1	2	08:07:43
921	1	2	08:07:43
859	1	2	08:07:43
784	1	2	08:07:43
795	1	2	08:07:43
867	1	2	08:07:43
854	1	2	08:07:43
808	1	2	08:07:43
843	1	2	08:07:43
894	1	2	08:07:43
951	1	2	08:07:43
967	1	2	08:07:43
1013	1	2	08:07:43
1024	1	2	08:07:43
940	1	2	08:07:43
900	1	2	08:07:43
878	1	2	08:07:43
884	1	2	08:07:43
838	1	2	08:07:43
762	1	2	08:07:43
727	1	2	08:07:43
733	1	2	08:07:43
792	1	2	08:07:43
973	1	2	08:07:43
991	1	2	08:07:43
795	1	2	08:07:43
784	1	2	08:07:43
816	1	2	08:07:43
857	1	2	08:07:43
962	1	2	08:07:43
1072	1	2	08:07:43
1064	1	2	08:07:43
1016	1	2	08:07:43
951	1	2	08:07:43
924	1	2	08:07:43
889	1	2	08:07:43
797	1	2	08:07:43
765	1	2	08:07:43
743	1	2	08:07:43
752	1	2	08:07:43
811	1	2	08:07:43
870	1	2	08:07:43
940	1	2	08:07:43
1088	1	2	08:07:43
1045	1	2	08:07:43
